BuscoID	Status	Contig	Start	End	Strand	Score	Length	OrthoDBURL	Description	MeanX	MedX	ModeX	DensX	CN	CIsyst	CIrand	DensK	SelfK	HomPC
54563at3193	Complete	NC_057916.1	17510185	17525786	-	824.4	447	https://www.orthodb.org/v10?query=54563at3193	methionine--tRNA ligase, chloroplastic/mitochondrial	61.11	60	60	60.74	1.15	0.3	0.31	NA	NA	NA
54569at3193	Complete	NC_057923.1	62134496	62138112	-	854.8	468	https://www.orthodb.org/v10?query=54569at3193	protein high chlorophyll fluorescent 107	65.8	67	67	66.06	1.26	0.31	0.34	NA	NA	NA
54696at3193	Complete	NC_057921.1	67763182	67768259	-	716.3	449	https://www.orthodb.org/v10?query=54696at3193	transcription factor 25	64.55	65	66	64.77	1.23	0.3	0.34	NA	NA	NA
54799at3193	Complete	NC_057922.1	15989780	15999159	+	834.5	437	https://www.orthodb.org/v10?query=54799at3193	Proline-tRNA ligase, class IIa	51.14	50	49	50.72	0.96	0.27	0.26	NA	NA	NA
54811at3193	Complete	NC_057925.1	48856135	48871997	-	608.1	406	https://www.orthodb.org/v10?query=54811at3193	RNA (C5-cytosine) methyltransferase	42.5	41	40	40.68	0.77	0.24	0.21	NA	NA	NA
54858at3193	Complete	NC_057918.1	67131714	67137565	+	964.1	461	https://www.orthodb.org/v10?query=54858at3193	WD40-repeat-containing domain	58.58	59	60	58.61	1.11	0.29	0.3	NA	NA	NA
54907at3193	Complete	NC_057918.1	20559115	20594940	+	577.5	422	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1	54.89	54	54	53.39	1.01	0.28	0.28	NA	NA	NA
54931at3193	Complete	NC_057916.1	64616343	64625037	+	1206.4	734	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1	64.26	64	65	64.3	1.22	0.3	0.33	NA	NA	NA
55141at3193	Complete	NC_057920.1	14550450	14584095	-	757.7	464	https://www.orthodb.org/v10?query=55141at3193	DNA-(apurinic or apyrimidinic site) lyase 2 isoform X1	46.23	46	47	46.09	0.88	0.26	0.24	NA	NA	NA
55477at3193	Complete	NC_057925.1	50332324	50333799	-	579.6	335	https://www.orthodb.org/v10?query=55477at3193	Glycosyltransferase, CAZy family GT4	53.02	53	53	52.98	1.01	0.28	0.27	NA	NA	NA
55863at3193	Complete	NC_057920.1	2664957	2716844	+	709.5	470	https://www.orthodb.org/v10?query=55863at3193	Chloride channel protein	52.3	52	53	51.95	0.99	0.27	0.27	NA	NA	NA
56051at3193	Complete	NC_057925.1	7245150	7249520	+	671.2	371	https://www.orthodb.org/v10?query=56051at3193	C-type lectin-like	50.49	50	53	50.47	0.96	0.27	0.26	NA	NA	NA
56205at3193	Complete	NC_057921.1	56864254	56933696	-	574.2	427	https://www.orthodb.org/v10?query=56205at3193	ceramide kinase isoform X1	57.67	56	56	56.24	1.07	0.28	0.29	NA	NA	NA
56251at3193	Complete	NC_057917.1	70925344	70932807	+	757.2	397	https://www.orthodb.org/v10?query=56251at3193	ultraviolet-B receptor UVR8	51.94	52	51	51.95	0.99	0.27	0.27	NA	NA	NA
56324at3193	Complete	NC_057922.1	63044490	63092348	-	682.3	409	https://www.orthodb.org/v10?query=56324at3193	S-adenosyl-L-methionine-dependent methyltransferase	49.02	49	50	49.07	0.93	0.27	0.25	NA	NA	NA
56328at3193	Complete	NC_057923.1	49115755	49123418	+	766.3	411	https://www.orthodb.org/v10?query=56328at3193	protein DAMAGED DNA-BINDING 2	47.44	48	48	47.48	0.9	0.26	0.25	NA	NA	NA
56338at3193	Complete	NC_057925.1	44693597	44706606	-	809	476	https://www.orthodb.org/v10?query=56338at3193	FAD/NAD(P)-binding domain superfamily	66.36	65	75	66.15	1.26	0.31	0.34	NA	NA	NA
56560at3193	Complete	NC_057920.1	63823768	63845977	+	776.3	437	https://www.orthodb.org/v10?query=56560at3193	thiamine biosynthetic bifunctional enzyme TH1, chloroplastic	53.95	55	56	53.99	1.03	0.28	0.28	NA	NA	NA
56690at3193	Complete	NC_057922.1	15463774	15470656	-	737.5	433	https://www.orthodb.org/v10?query=56690at3193	Mannosyltransferase	61.71	61	61	61.43	1.17	0.3	0.32	NA	NA	NA
56819at3193	Complete	NC_057924.1	60795954	60894635	-	799.8	448	https://www.orthodb.org/v10?query=56819at3193	succinate-semialdehyde dehydrogenase, mitochondrial	46.35	45	43	43.55	0.83	0.25	0.23	NA	NA	NA
56881at3193	Complete	NC_057918.1	44111667	44156316	+	393.6	288	https://www.orthodb.org/v10?query=56881at3193	Rhodanese-like domain	41.98	41	41	41.17	0.78	0.24	0.21	NA	NA	NA
56979at3193	Complete	NC_057919.1	55775326	55777140	+	908.5	536	https://www.orthodb.org/v10?query=56979at3193	pentatricopeptide repeat-containing protein At4g14050, mitochondrial	54.74	54	54	54.64	1.04	0.28	0.28	NA	NA	NA
57149at3193	Complete	NC_057925.1	14627331	14645141	-	654.8	444	https://www.orthodb.org/v10?query=57149at3193	probable protein arginine N-methyltransferase 3	57.33	58	58	57.43	1.09	0.29	0.3	NA	NA	NA
57372at3193	Complete	NC_057917.1	70222752	70256455	-	615.6	440	https://www.orthodb.org/v10?query=57372at3193	kanadaptin	51.04	48	47	50.32	0.96	0.27	0.26	NA	NA	NA
57821at3193	Complete	NC_057916.1	23041636	23089466	+	652.6	386	https://www.orthodb.org/v10?query=57821at3193	Kelch repeat type 1	53.64	53	51	53.28	1.01	0.28	0.28	NA	NA	NA
57933at3193	Complete	NC_057917.1	74556808	74568112	+	740.7	526	https://www.orthodb.org/v10?query=57933at3193	RimM, N-terminal	60.74	61	57	60.8	1.16	0.3	0.32	NA	NA	NA
57984at3193	Complete	NC_057918.1	71594315	71603228	-	598.4	314	https://www.orthodb.org/v10?query=57984at3193	Violaxanthin de-epoxidase	47.22	43	42	43.5	0.83	0.25	0.23	NA	NA	NA
58192at3193	Complete	NC_057922.1	14551139	14575416	-	915	477	https://www.orthodb.org/v10?query=58192at3193	prolycopene isomerase, chloroplastic	50.07	49	49	49.52	0.94	0.27	0.26	NA	NA	NA
58430at3193	Complete	NC_057918.1	52977079	53002521	+	688.5	409	https://www.orthodb.org/v10?query=58430at3193	Eukaryotic translation initiation factor 2A	48.44	48	47	48.32	0.92	0.26	0.25	NA	NA	NA
58451at3193	Complete	NC_057917.1	68504046	68505683	-	561	349	https://www.orthodb.org/v10?query=58451at3193	putative pentatricopeptide repeat-containing protein At3g15200	56.42	58	58	56.49	1.07	0.28	0.29	NA	NA	NA
58480at3193	Complete	NC_057916.1	48468268	48470154	+	729.7	449	https://www.orthodb.org/v10?query=58480at3193	pentatricopeptide repeat-containing protein At1g03540	55.73	56	53	55.69	1.06	0.28	0.29	NA	NA	NA
58847at3193	Complete	NC_057924.1	60763898	60771175	+	691	373	https://www.orthodb.org/v10?query=58847at3193	Rubisco LSMT, substrate-binding domain	49.97	50	50	50.05	0.95	0.27	0.26	NA	NA	NA
59153at3193	Complete	NC_057925.1	52596710	52600653	+	612.5	368	https://www.orthodb.org/v10?query=59153at3193	Fungal lipase-like domain	54.62	55	55	54.73	1.04	0.28	0.28	NA	NA	NA
59251at3193	Complete	NC_057924.1	52879990	52882456	+	691.7	371	https://www.orthodb.org/v10?query=59251at3193	pentatricopeptide repeat-containing protein At4g39620, chloroplastic	47.86	49	49	47.98	0.91	0.26	0.25	NA	NA	NA
59331at3193	Complete	NC_057916.1	39957948	39968931	+	614.3	467	https://www.orthodb.org/v10?query=59331at3193	poly(A)-specific ribonuclease PARN-like	45.16	45	44	45.46	0.86	0.26	0.24	NA	NA	NA
59555at3193	Complete	NC_057916.1	67871389	67890744	-	766.6	387	https://www.orthodb.org/v10?query=59555at3193	WD40/YVTN repeat-like-containing domain superfamily	55.92	55	54	55.63	1.06	0.28	0.29	NA	NA	NA
59621at3193	Complete	NC_057924.1	12968354	13000848	-	458.7	454	https://www.orthodb.org/v10?query=59621at3193	Leucine-rich repeat	53.55	53	53	53.42	1.02	0.28	0.28	NA	NA	NA
59659at3193	Complete	NC_057918.1	19616550	19618892	+	927.3	629	https://www.orthodb.org/v10?query=59659at3193	pentatricopeptide repeat-containing protein At4g01570	51.12	51	50	51.16	0.97	0.27	0.27	NA	NA	NA
59885at3193	Complete	NC_057921.1	57575577	57577184	-	690.3	405	https://www.orthodb.org/v10?query=59885at3193	pentatricopeptide repeat-containing protein At2g13420, mitochondrial-like	67.09	67	67	67.08	1.27	0.31	0.35	NA	NA	NA
60079at3193	Complete	NC_057917.1	69229578	69259568	-	520.9	315	https://www.orthodb.org/v10?query=60079at3193	non-canonical poly(A) RNA polymerase PAPD5	62.71	60	55	61.62	1.17	0.3	0.32	NA	NA	NA
60224at3193	Complete	NC_057919.1	23733616	23759513	-	916.9	452	https://www.orthodb.org/v10?query=60224at3193	threonylcarbamoyladenosine tRNA methylthiotransferase	51.56	51	47	50.33	0.96	0.27	0.26	NA	NA	NA
60384at3193	Complete	NC_057925.1	12628473	12758353	+	731.6	462	https://www.orthodb.org/v10?query=60384at3193	Metal-dependent hydrolase	47.02	45	42	44.79	0.85	0.25	0.23	NA	NA	NA
60445at3193	Complete	NC_057925.1	61750438	61754736	-	380.4	918	https://www.orthodb.org/v10?query=60445at3193	K Homology domain	44.75	44	44	44.55	0.85	0.25	0.23	NA	NA	NA
60563at3193	Complete	NC_057918.1	22101935	22137278	+	875.3	454	https://www.orthodb.org/v10?query=60563at3193	GTPase Der	61.39	61	61	61.01	1.16	0.3	0.32	NA	NA	NA
60794at3193	Complete	NC_057925.1	61758483	61766037	-	454.6	308	https://www.orthodb.org/v10?query=60794at3193	GPI mannosyltransferase 2	56.81	57	55	56.65	1.08	0.29	0.29	NA	NA	NA
61155at3193	Complete	NC_057920.1	2064566	2142878	+	377.5	442	https://www.orthodb.org/v10?query=61155at3193	Myosin heavy chain-like protein	50.78	51	52	50.83	0.97	0.27	0.26	NA	NA	NA
61358at3193	Complete	NC_057918.1	70615480	70642328	-	533.6	349	https://www.orthodb.org/v10?query=61358at3193	Protein arginine methyltransferase NDUFAF7	45.05	45	46	45.09	0.86	0.25	0.23	NA	NA	NA
61517at3193	Complete	NC_057920.1	23071170	23084892	+	553.9	386	https://www.orthodb.org/v10?query=61517at3193	putative tRNA pseudouridine synthase Pus10	54.35	55	56	54.43	1.03	0.28	0.28	NA	NA	NA
61714at3193	Complete	NC_057925.1	58479309	58491228	+	636.6	343	https://www.orthodb.org/v10?query=61714at3193	tRNA-specific 2-thiouridylase	63.89	65	66	64.96	1.23	0.31	0.34	NA	NA	NA
61850at3193	Complete	NC_057921.1	62551327	62572488	-	1031.6	584	https://www.orthodb.org/v10?query=61850at3193	Cleavage and polyadenylation specificity factor subunit 2	51.7	52	53	51.91	0.99	0.27	0.27	NA	NA	NA
61944at3193	Complete	NC_057923.1	13975455	13999692	-	661.7	432	https://www.orthodb.org/v10?query=61944at3193	chloroplast sensor kinase, chloroplastic	56.31	57	55	56.64	1.08	0.29	0.29	NA	NA	NA
62081at3193	Complete	NC_057918.1	14702597	14730259	+	816.3	465	https://www.orthodb.org/v10?query=62081at3193	ATPase, AAA-type, conserved site	61.35	61	54	60.77	1.15	0.3	0.32	NA	NA	NA
62306at3193	Complete	NC_057926.1	52768838	52770367	+	748.8	421	https://www.orthodb.org/v10?query=62306at3193	DEAD-box ATP-dependent RNA helicase 41	73.82	74	74	73.76	1.4	0.33	0.38	NA	NA	NA
62651at3193	Complete	NC_057923.1	23873137	23977007	-	781.6	391	https://www.orthodb.org/v10?query=62651at3193	fe-S cluster assembly factor HCF101, chloroplastic	57.03	58	64	58.09	1.1	0.29	0.3	NA	NA	NA
62699at3193	Complete	NC_057922.1	22066499	22068511	+	893.8	531	https://www.orthodb.org/v10?query=62699at3193	pentatricopeptide repeat-containing protein At4g16835, mitochondrial	39.14	39	39	39.13	0.74	0.24	0.2	NA	NA	NA
62741at3193	Complete	NC_057917.1	61709902	61712175	-	783.8	636	https://www.orthodb.org/v10?query=62741at3193	Myosin heavy chain-related protein	47.27	47	47	47.33	0.9	0.26	0.25	NA	NA	NA
63082at3193	Complete	NC_057923.1	58030261	58032285	+	861.3	390	https://www.orthodb.org/v10?query=63082at3193	UDP-sulfoquinovose synthase, chloroplastic	47.41	47	46	47.29	0.9	0.26	0.25	NA	NA	NA
63156at3193	Complete	NC_057917.1	63576341	63590652	+	450.2	416	https://www.orthodb.org/v10?query=63156at3193	aberrant root formation protein 4	55.97	55	50	55.89	1.06	0.28	0.29	NA	NA	NA
63167at3193	Complete	NC_057921.1	61632956	61691166	+	554.2	390	https://www.orthodb.org/v10?query=63167at3193	Ankyrin repeat-containing domain	50.14	51	52	51	0.97	0.27	0.26	NA	NA	NA
63302at3193	Complete	NC_057917.1	3456849	3459746	-	747.1	382	https://www.orthodb.org/v10?query=63302at3193	serine/threonine-protein kinase STN8, chloroplastic	53.02	53	50	53.01	1.01	0.28	0.27	NA	NA	NA
63493at3193	Complete	NC_057917.1	70860002	70878585	+	889.2	748	https://www.orthodb.org/v10?query=63493at3193	nucleolar protein 14	55.18	56	56	55.81	1.06	0.28	0.29	NA	NA	NA
63577at3193	Complete	NC_057922.1	65303266	65316954	+	762.7	423	https://www.orthodb.org/v10?query=63577at3193	aldehyde dehydrogenase family 7 member A1	50.34	51	51	50.52	0.96	0.27	0.26	NA	NA	NA
63615at3193	Complete	NC_057917.1	72222768	72224669	+	767.3	422	https://www.orthodb.org/v10?query=63615at3193	pentatricopeptide repeat-containing protein At1g73400, mitochondrial	38.83	39	40	38.82	0.74	0.24	0.2	NA	NA	NA
63780at3193	Complete	NC_057921.1	37682782	37709680	-	865.8	452	https://www.orthodb.org/v10?query=63780at3193	serine/threonine-protein kinase STN7, chloroplastic	58.53	59	59	59.36	1.13	0.29	0.31	NA	NA	NA
63805at3193	Complete	NC_057921.1	65578261	65588340	+	606.3	377	https://www.orthodb.org/v10?query=63805at3193	DNA-directed primase/polymerase protein	58.83	58	56	58.32	1.11	0.29	0.3	NA	NA	NA
63808at3193	Complete	NC_057921.1	57583234	57585377	-	777	603	https://www.orthodb.org/v10?query=63808at3193	pentatricopeptide repeat-containing protein At5g14080	55.25	58	49	55.35	1.05	0.28	0.29	NA	NA	NA
64104at3193	Complete	NC_057923.1	10105359	10116906	-	584	354	https://www.orthodb.org/v10?query=64104at3193	DEAD-box ATP-dependent RNA helicase 22	59.41	59	59	58.52	1.11	0.29	0.3	NA	NA	NA
64471at3193	Complete	NW_025317406.1	42640	82677	+	577.7	415	https://www.orthodb.org/v10?query=64471at3193	cell cycle checkpoint protein RAD17 isoform X1	48.78	49	51	49.18	0.93	0.27	0.26	NA	NA	NA
64817at3193	Complete	NC_057919.1	44692194	44694098	+	821.4	513	https://www.orthodb.org/v10?query=64817at3193	pentatricopeptide repeat-containing protein At5g44230	31.36	40	40	32.76	0.62	0.22	0.17	NA	NA	NA
64833at3193	Complete	NC_057917.1	66497142	66507248	+	497.5	418	https://www.orthodb.org/v10?query=64833at3193	putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog	39.41	40	43	39.66	0.75	0.24	0.21	NA	NA	NA
64856at3193	Complete	NC_057917.1	60448596	60451996	-	727.9	366	https://www.orthodb.org/v10?query=64856at3193	Aspartate aminotransferase	43.97	43	43	43.66	0.83	0.25	0.23	NA	NA	NA
64974at3193	Complete	NC_057917.1	71603540	71649620	+	1173.1	745	https://www.orthodb.org/v10?query=64974at3193	DNA mismatch repair protein MSH7	55	55	55	54.61	1.04	0.28	0.28	NA	NA	NA
65268at3193	Complete	NC_057916.1	3739796	3766638	-	913.4	508	https://www.orthodb.org/v10?query=65268at3193	eukaryotic translation initiation factor 2D	67.63	68	70	67.54	1.28	0.31	0.35	NA	NA	NA
65741at3193	Complete	NC_057921.1	57839978	57865032	+	625.4	406	https://www.orthodb.org/v10?query=65741at3193	putative nitric oxide synthase	43.14	47	48	44.97	0.85	0.25	0.23	NA	NA	NA
66247at3193	Complete	NC_057922.1	59940960	60024982	-	754.2	425	https://www.orthodb.org/v10?query=66247at3193	23S rRNA (Uracil(1939)-C(5))-methyltransferase RlmD	52.76	54	55	53.83	1.02	0.28	0.28	NA	NA	NA
66400at3193	Complete	NC_057924.1	62819897	62833621	+	628.2	416	https://www.orthodb.org/v10?query=66400at3193	uncharacterized protein At4g19900	40.44	38	37	38.64	0.73	0.24	0.2	NA	NA	NA
66547at3193	Complete	NC_057916.1	86503518	86510118	-	641.2	425	https://www.orthodb.org/v10?query=66547at3193	methyltransferase-like protein 17, mitochondrial	50	50	50	49.47	0.94	0.27	0.26	NA	NA	NA
67201at3193	Complete	NC_057916.1	82200959	82207763	-	732.6	401	https://www.orthodb.org/v10?query=67201at3193	Alpha/Beta hydrolase fold	63.61	63	61	63.69	1.21	0.3	0.33	NA	NA	NA
67266at3193	Complete	NC_057920.1	2279452	2301755	-	927.1	498	https://www.orthodb.org/v10?query=67266at3193	Cyclophilin-type peptidyl-prolyl cis-trans isomerase	45.5	46	49	45.62	0.87	0.26	0.24	NA	NA	NA
67313at3193	Complete	NC_057923.1	49211127	49257106	-	841.2	608	https://www.orthodb.org/v10?query=67313at3193	nuclear pore complex protein NUP88	52.6	53	54	52.85	1	0.28	0.27	NA	NA	NA
67480at3193	Complete	NC_057918.1	16229514	16238401	-	712.2	375	https://www.orthodb.org/v10?query=67480at3193	Tocopherol cyclase	47.68	46	45	47.21	0.9	0.26	0.24	NA	NA	NA
67617at3193	Complete	NC_057918.1	71197145	71224921	-	586	398	https://www.orthodb.org/v10?query=67617at3193	GPI transamidase component PIG-S	49.13	48	47	48.71	0.93	0.26	0.25	NA	NA	NA
67674at3193	Complete	NC_057918.1	22314966	22342680	-	646.9	386	https://www.orthodb.org/v10?query=67674at3193	UDP-glycosyltransferase TURAN	56.76	57	51	56.54	1.07	0.28	0.29	NA	NA	NA
67893at3193	Complete	NC_057916.1	2628606	2637417	+	299.3	279	https://www.orthodb.org/v10?query=67893at3193	ubiquitin carboxyl-terminal hydrolase 27	50.2	50	52	50.18	0.95	0.27	0.26	NA	NA	NA
67959at3193	Complete	NC_057917.1	10040138	10052627	+	684.8	523	https://www.orthodb.org/v10?query=67959at3193	transmembrane protein 209	49.58	50	50	49.71	0.94	0.27	0.26	NA	NA	NA
68087at3193	Complete	NC_057917.1	66924605	66936473	+	775.1	470	https://www.orthodb.org/v10?query=68087at3193	Mannosyltransferase	49.91	50	48	49.85	0.95	0.27	0.26	NA	NA	NA
68203at3193	Complete	NC_057918.1	10626790	10632247	-	677.3	365	https://www.orthodb.org/v10?query=68203at3193	Protein arginine methyltransferase NDUFAF7	54.26	53	52	54.22	1.03	0.28	0.28	NA	NA	NA
68266at3193	Complete	NC_057925.1	60252242	60258062	+	655.8	484	https://www.orthodb.org/v10?query=68266at3193	CDK5RAP3-like protein	55.64	56	56	55.68	1.06	0.28	0.29	NA	NA	NA
68623at3193	Complete	NW_025318070.1	7004	13406	+	598.9	356	https://www.orthodb.org/v10?query=68623at3193	tRNA A64-2-O-ribosylphosphate transferase
68670at3193	Duplicated	NC_057917.1	76748727	76779396	+	785.8	606	https://www.orthodb.org/v10?query=68670at3193	ubiquitin carboxyl-terminal hydrolase 25
68670at3193	Duplicated	NC_057924.1	45906162	46022968	-	790.8	534	https://www.orthodb.org/v10?query=68670at3193	ubiquitin carboxyl-terminal hydrolase 25
68859at3193	Complete	NC_057916.1	29265613	29267400	-	804.9	459	https://www.orthodb.org/v10?query=68859at3193	pentatricopeptide repeat-containing protein At1g08610
68939at3193	Complete	NC_057921.1	43720819	43748163	-	585.8	360	https://www.orthodb.org/v10?query=68939at3193	O-fucosyltransferase 30
68974at3193	Complete	NC_057916.1	34041575	34077930	+	559.4	387	https://www.orthodb.org/v10?query=68974at3193	Hypoxia-inducible factor 1 alpha inhibitor, putative isoform 1
69003at3193	Complete	NC_057926.1	268369	380547	+	799.3	429	https://www.orthodb.org/v10?query=69003at3193	protein root UVB sensitive 1, chloroplastic
69167at3193	Complete	NC_057917.1	4894351	4896015	+	664.2	395	https://www.orthodb.org/v10?query=69167at3193	pentatricopeptide repeat-containing protein At5g16420, mitochondrial
69301at3193	Complete	NC_057926.1	56787113	56812207	+	473.8	326	https://www.orthodb.org/v10?query=69301at3193	Metallo-beta-lactamase
69326at3193	Complete	NC_057921.1	60442111	60473785	-	580.2	395	https://www.orthodb.org/v10?query=69326at3193	SET domain
69605at3193	Complete	NC_057922.1	16026816	16042115	+	580.0	317	https://www.orthodb.org/v10?query=69605at3193	cyclin-dependent kinase E-1
69714at3193	Complete	NC_057924.1	18662464	18667431	-	653.2	379	https://www.orthodb.org/v10?query=69714at3193	homogentisate 1,2-dioxygenase
69847at3193	Complete	NC_057922.1	26930481	26932475	+	713.4	527	https://www.orthodb.org/v10?query=69847at3193	pentatricopeptide repeat-containing protein At1g43980, mitochondrial
69936at3193	Complete	NC_057916.1	2849931	2864524	+	423.1	344	https://www.orthodb.org/v10?query=69936at3193	sterol 3-beta-glucosyltransferase UGT80B1 isoform X1
69954at3193	Complete	NC_057919.1	1713985	1717980	+	797.8	438	https://www.orthodb.org/v10?query=69954at3193	probable zinc metallopeptidase EGY3, chloroplastic
69965at3193	Duplicated	NC_057920.1	8361811	8371016	+	758.4	442	https://www.orthodb.org/v10?query=69965at3193	transcription termination factor MTERF2, chloroplastic
69965at3193	Duplicated	NC_057919.1	13902636	13910789	+	761.2	442	https://www.orthodb.org/v10?query=69965at3193	transcription termination factor MTERF2, chloroplastic
70084at3193	Complete	NC_057922.1	60610172	60694894	+	743.7	432	https://www.orthodb.org/v10?query=70084at3193	xaa-Pro dipeptidase
70127at3193	Complete	NC_057917.1	11987483	11998399	+	811.2	420	https://www.orthodb.org/v10?query=70127at3193	Rieske 
70143at3193	Duplicated	NC_057918.1	5978082	6018008	+	829.6	415	https://www.orthodb.org/v10?query=70143at3193	DEAD-box ATP-dependent RNA helicase 30
70143at3193	Duplicated	NC_057923.1	13523878	13535251	-	847.8	415	https://www.orthodb.org/v10?query=70143at3193	DEAD-box ATP-dependent RNA helicase 30
70315at3193	Complete	NC_057916.1	72509046	72525609	-	747.8	447	https://www.orthodb.org/v10?query=70315at3193	Nitroreductase-like protein
70703at3193	Complete	NC_057918.1	2722942	2732824	+	681.5	375	https://www.orthodb.org/v10?query=70703at3193	DNA primase large subunit
70994at3193	Complete	NC_057920.1	63567791	63569368	+	719.9	424	https://www.orthodb.org/v10?query=70994at3193	GTPase Der
71031at3193	Complete	NC_057918.1	15019133	15048758	-	708.2	342	https://www.orthodb.org/v10?query=71031at3193	WD40-repeat-containing domain
71151at3193	Complete	NC_057918.1	5905166	5908446	+	806.1	431	https://www.orthodb.org/v10?query=71151at3193	Phosphate transporter
71201at3193	Duplicated	NC_057921.1	44156101	44158869	-	515.6	353	https://www.orthodb.org/v10?query=71201at3193	Leucine-rich repeat
